"q_id";"o_id";"o_title";"o_ans"
"JA128";"B";"The vector grows in size to a capacity of 10 elements";"N"
"JA128";"C";"The vector grows in size to a capacity of 15 elements";"Y"
"JA128";"D";"Nothing, the vector will have grown when the fifth element was added";"N"
"JE100";"A";"GET";"N"
"JE100";"B";"POST";"N"
"JE100";"C";"PUT";"N"
"JE100";"D";"HEAD";"Y"
"JE101";"A";"HttpSession";"N"
"JE101";"B";"ServletContext";"Y"
"JE101";"C";"ServletConfig";"N"
"JE101";"D";"HttpServletRequest";"N"
"JE102";"A";"public void init(
ServletConfig config
) throws
ServletException";"N"
"JE102";"B";"public void init(
ServletContext con
) throws
ServletException";"N"
"JE102";"C";"public void init() throws Exception";"N"
"JE102";"D";"public void init() throws ServletException";"Y"
"JE103";"A";"welcome-file-name";"N"
"JE103";"B";"welcome-root-file";"N"
"JE103";"C";"welcome-file";"N"
"JE103";"D";"None of the above";"Y"
"JE104";"A";"Seconds";"Y"
"JE104";"B";"Milliseconds";"N"
"JE104";"C";"Minutes";"N"
"JE104";"D";"Hours";"N"
"JE105";"A";"10";"N"
"JE105";"B";"5";"N"
"JE105";"C";"1";"Y"
"JE105";"D";"Depends";"N"
"JE106";"A";"ThreadedModel";"N"
"JE106";"B";"SingleThreadedModel";"N"
"JE106";"C";"SingleModel";"N"
"JE106";"D";"SingleThreadModel";"Y"
"JE107";"A";"<jsp:useBean name=?theBean? code=?SpecialBean.class?>";"N"
"JE107";"B";"<jsp:forward page=?message.jsp? />
<jsp:param name=?number? value=?5? />";"N"
"JE107";"C";"<jsp:include page=?test.jsp? flush=?true?/>";"Y"
"JE107";"D";"None of the above";"N"
"JE108";"A";"context";"N"
"JE108";"B";"config";"N"
"JE108";"C";"page";"N"
"JE108";"D";"pageContext";"Y"
"JE109";"A";"config";"N"
"JE109";"B";"pageContext";"N"
"JE109";"C";"session";"N"
"JE109";"D";"application";"Y"
"JE110";"A";"<%! ? %>";"N"
"JE110";"B";"<%= ? %>";"N"
"JE110";"C";"<%@ ? %>";"Y"
"JE110";"D";"<% ? %>";"N"
"JE111";"A";"MVC";"Y"
"JE111";"B";"Constructor";"N"
"JE111";"C";"Publish/Subscribe";"N"
"JE111";"D";"Asynchonous Messaging";"N"
"JE112";"A";"HttpServlet extends GenericServlet that implements Servlet";"Y"
"JE112";"B";"HttpServlet extends GenericServlet that extends Servlet";"N"
"JE112";"C";"HttpServlet implements GenericServlet that extends Servlet";"N"
"JE113";"A";"Compilation fails because there is no init() method defined";"N"
"JE113";"B";"An exception is thrown at runtime because service() has no method to call!";"N"
"JE113";"C";"Deployment succeeds but we get a message ?GET is not supported by this URL? if we access i";"Y"
"JE114";"A";"Open Management Group";"N"
"JE114";"B";"Object Management Group";"Y"
"JE114";"C";"Organizational Management Group";"N"
"JE114";"D";"None of the above";"N"
"JE115";"A";"JMS provider";"N"
"JE115";"B";"JMS producer";"N"
"JE115";"C";"JMS consumer";"N"
"JE115";"D";"JMS cookie";"Y"
"JE116";"A";"system.jms";"N"
"JE116";"B";"java.jms";"N"
"JE116";"C";"javax.jms";"Y"
"JE116";"D";"ms.*";"N"
"JE117";"A";"nonserialized";"N"
"JE117";"B";"serialized";"Y"
"JE117";"C";"dynamic";"N"
"JE117";"D";"A and C ";"N"
"JE118";"A";"Ensuring that only one thread can execute a bean instance at anyone time";"N"
"JE118";"B";"Managing the session bean instances at runtime.";"Y"
"JE118";"C";"Supplying resource connections used by an enterprise bean.";"N"
"JE118";"D";"Deciding whether a session bean should use either container-managed or bean-managed";"N"
"JE119";"A";"It must be responsible for it's own persistence.";"N"
"JE119";"B";"A message-driven bean instance must commit a transaction before the onMessage() method ret";"Y"
"JE119";"C";"A message-driven bean must not commit a transaction before the onMessage() method returns.";"N"
"JE119";"D";"A message-driven bean must use entity beans for asynchronous communication.";"N"
"JE120";"A";"The class MUST implement, directly or indirectly, the javax.ejb.SessionBean interface";"N"
"JE120";"B";"The class MUST NOT define the finalize() method";"N"
"JE120";"C";"The class MUST define the finalize() method";"N"
"JE120";"D";"both 1 and 2";"Y"
"JE121";"A";"Bean Provider";"Y"
"JE121";"B";"EJB Server Provider";"N"
"JE121";"C";"EJB Container Provider";"N"
"JE121";"D";"None of the above";"N"
"JE122";"A";"java.rmi.NoSuchObjectException";"N"
"JE122";"B";"java.rmi.RemoteException";"Y"
"JE122";"C";"javax.ejb.RemoveException";"N"
"JE122";"D";"None of the above";"N"
"JE123";"A";"STATEFUL";"Y"
"JE123";"B";"STETELESS";"N"
"JE123";"C";"CMP";"N"
"JE123";"D";"All of the above";"N"
"JE124";"A";"Remove the row of table from the database.";"Y"
"JE124";"B";"Remove the instance from pool.";"N"
"JE124";"C";"Delete the TABLE from the database.";"N"
"JE124";"D";"None of the above";"N"
"JE125";"A";"start()";"N"
"JE125";"B";"run()";"N"
"JE125";"C";"service()";"N"
"JE125";"D";"init()";"Y"
"JE126";"A";"request";"N"
"JE126";"B";"response";"N"
"JE126";"C";"page";"N"
"JE126";"D";"system";"Y"
"MO100";"A";"TRUE";"N"
"MO100";"B";"FALSE";"Y"
"MO101";"A";"TRUE";"N"
"MO101";"B";"FALSE";"Y"
"MO102";"A";"Text";"N"
"MO102";"B";"CSV";"N"
"MO102";"C";"JSON";"Y"
"MO102";"D";"XML";"N"
"MO103";"A";"$in";"Y"
"MO103";"B";"$and";"N"
"MO103";"C";"$or";"N"
"MO103";"D";"&in";"N"
"MO104";"A";"$size";"N"
"MO104";"B";"$slice";"N"
"MO104";"C";"$in";"N"
"MO104";"D";"$where";"Y"
"MO105";"A";"Capped Collection";"N"
"MO105";"B";"Lcale";"N"
"MO105";"C";"mongodump";"Y"
"MO105";"D";"mongod";"N"
"MO106";"A";"Get";"N"
"MO106";"B";"status";"N"
"MO106";"C";"Ping";"Y"
"MO106";"D";"Server status";"N"
"MO107";"A";"Firewall";"N"
"MO107";"B";"REST API";"N"
"MO107";"C";"Sharding";"Y"
"MO107";"D";"None of the above";"N"
"MO108";"A";">";"N"
"MO108";"B";"$gt";"Y"
"MO108";"C";"&gt";"N"
"MO108";"D";"#gt";"N"
"MO109";"A";"Replica set";"N"
"MO109";"B";"Config Server";"N"
"MO109";"C";"Shared Cluster";"N"
"MO109";"D";"Syste.user collection";"Y"
"MO110";"A";"$or";"Y"
"MO110";"B";"$and";"N"
"MO110";"C";"||";"N"
"MO110";"D";"$in";"N"
"MO111";"A";"monostat";"Y"
"MO111";"B";"REST interface";"N"
"MO111";"C";"Index";"N"
"MO111";"D";"mongotop";"N"
"MO112";"A";"Write concern";"N"
"MO112";"B";"Replication";"Y"
"MO112";"C";"Sharding";"N"
"MO112";"D";"Indexing";"N"
"MO113";"A";"Write Concern";"N"
"MO113";"B";"Replication";"N"
"MO113";"C";"Sharding";"Y"
"MO113";"D";"Indexing";"N"
"MO114";"A";"primary";"N"
"MO114";"B";"secondary";"N"
"MO114";"C";"arbiter";"Y"
"MO114";"D";"hidden";"N"
"MO115";"A";"any node";"N"
"MO115";"B";"mongos node";"Y"
"MO115";"C";"config server node";"N"
"MO115";"D";"replicaset primary node";"N"
"MO116";"A";"Object oriented DBMS";"N"
"MO116";"B";"Document oriiented DBMS";"Y"
"MO116";"C";"Relational DBMS";"N"
"MO116";"D";"None of the above";"N"
"MO117";"A";"TRUE";"Y"
"MO117";"B";"FALSE";"N"
"MO118";"A";"JavaScript Object Naming";"N"
"MO118";"B";"JavaScript Object Notice";"N"
"MO118";"C";"JavaScript Object Notation";"Y"
"MO118";"D";"None of the above";"N"
"MO119";"A";"Batch data insertion";"Y"
"MO119";"B";"Multiple command import";"N"
"MO119";"C";" Multiple command insertion";"N"
"MO119";"D";" None of the above";"N"
"MO120";"A";"key";"Y"
"MO120";"B";"Code block";"N"
"MO120";"C";"Name/Value pair";"N"
"MO120";"D";"None of the above";"N"
"MO121";"A";"path";"N"
"MO121";"B";"stdout";"N"
"MO121";"C";"log";"N"
"MO121";"D";"logpath";"Y"
"MO122";"A";"Faster replication";"N"
"MO122";"B";" Quicker master location";"N"
"MO122";"C";"High speed backup";"N"
"MO122";"D";"Automatic failover";"Y"
"MO123";"A";"Start";"N"
"MO123";"B";"End";"Y"
"MO123";"C";"Specified Position";"N"
"MO123";"D";"As per key value";"Y"
"MO124";"A";"Log file";"N"
"MO124";"B";"Journal file";"Y"
"MO124";"C";" Data file";"N"
"MO124";"D";" None of the above";"N"
"MO125";"A";"show dbs";"Y"
"MO125";"B";"show db";"N"
"MO125";"C";" show database";"N"
"MO125";"D";"show databases";"N"
"MO126";"A";"data";"N"
"MO126";"B";"db";"N"
"MO126";"C";"/db/data";"N"
"MO126";"D";"/data/db";"Y"
"MO127";"A";"100 MB";"N"
"MO127";"B";"32 MB";"N"
"MO127";"C";"16 MB";"N"
"MO127";"D";"4 MB";"Y"
"MO128";"A";"numeric";"Y"
"MO128";"B";"character";"N"
"MO128";"C";"array";"N"
"MO128";"D";"string";"N"
"MO129";"A";"mongodump";"N"
"MO129";"B";"fsync";"Y"
"MO129";"C";"dump";"N"
"MO129";"D";"sync";"N"
"I100";"A";"People, Process, Partners, Performance";"N"
"I100";"B";"Product,Performance,Progress,Partners";"N"
"I100";"C";"People,Process,Products,Partners";"Y"
"I100";"D";"Product,Perfomance,Progess,Process";"N"
"I101";"A";"Verification";"Y"
"I101";"B";"Security";"N"
"I101";"C";"Reliability";"N"
"I101";"D";"Maintainability";"N"
"I103";"A";"Improved user satisfaction";"N"
"I103";"B";"Incident volume reduction";"Y"
"I103";"C";"Elimination of lost incidents";"N"
"I103";"D";"Less disruption to both IT support staff and user";"N"
"I104";"A";"Change & Release Management";"Y"
"I104";"B";"Service Level Management";"N"
"I104";"C";"IT service Financial & Continuity Management";"N"
"I104";"D";"Change & Capacity Management";"N"
"I105";"A";"Lack of ownership of impacted services";"Y"
"I105";"B";"Increased visibility and communication of changes";"N"
"I105";"C";"Better alignment of IT services to actual business needs";"N"
"I105";"D";"The ability to absorb a larger volume of change";"N"
"I106";"A";"Problem Manager";"N"
"I106";"B";"Customer Representative";"N"
"I106";"C";"Change Manager";"N"
"I106";"D";"All of the Above";"Y"
"I107";"A";"Documentation";"N"
"I107";"B";"Software";"N"
"I107";"C";"Purchase order";"Y"
"I107";"D";"Accommodation";"N"
"I108";"A";"System Optimization Approach";"N"
"I108";"B";"Systematic Operational Adjustment";"N"
"I108";"C";"Serviceability of Application";"N"
"I108";"D";"Servie Outage Analysis";"Y"
"I109";"A";"DSL";"N"
"I109";"B";"CMDB";"Y"
"I109";"C";"AMDB";"N"
"I109";"D";"CDB";"N"
"I110";"A";"Remedial Service Desk";"Y"
"I110";"B";"Virtual Service Desk";"N"
"I110";"C";"Local Service Desk";"N"
"I110";"D";"Central Service Desk";"N"
"I111";"A";"Continual Service Improvement";"N"
"I111";"B";"Service Transition";"N"
"I111";"C";"Service Design";"N"
"I111";"D";"Service Operation";"Y"
"I112";"A";"Service Stategy Generation";"N"
"I112";"B";"Service Level Management";"Y"
"I112";"C";"Service Portfolio Management";"N"
"I112";"D";"Financial Managemnet";"N"
"I113";"A";"Service Design: Design the processes";"Y"
"I113";"B";"Service Stategy : Develop the offering";"N"
"I113";"C";"Service Transition: Plan and prepare for deployment";"N"
"I113";"D";"Service Operation: IT Operations Management";"N"
"I114";"A";"Applications";"N"
"I114";"B";"Supports";"N"
"I114";"C";"Resources";"N"
"I114";"D";"Value";"Y"
"I115";"A";"Knowledge";"N"
"I115";"B";"Information";"N"
"I115";"C";"Wisdom";"Y"
"I115";"D";"Data";"N"
"I116";"A";"Internal, Outsourced 3rd party, Off shore party";"N"
"I116";"B";"Internal, External, Out sourced 3rd party";"N"
"I116";"C";"Internal, External, Shared Service ";"Y"
"I116";"D";"Internal, Outsourced 3rd party, Shared Service";"N"
"I117";"A";"Service Manager";"N"
"I117";"B";"CSI Manager";"N"
"I117";"C";"Service Owner";"N"
"I117";"D";"Process Owner";"Y"
"I118";"A";"PDCA";"N"
"I118";"B";"CIM";"N"
"I118";"C";"RACI";"Y"
"I118";"D";"Responsibility Document";"N"
"I119";"A";"Supplier Manager";"N"
"I119";"B";"Security Manaer";"N"
"I119";"C";"Service Level Manager";"Y"
"I119";"D";"Service Design Manage";"N"
"I120";"A";"Service Level Package";"N"
"I120";"B";"Service Transition Package";"Y"
"I120";"C";"Service Design Package";"N"
"I120";"D";"New Service Package";"N"
"I121";"A";"Service Transition";"N"
"I121";"B";"Service Operation";"Y"
"I121";"C";"Service Startegy";"N"
"I121";"D";"Service Design";"N"
"I122";"A";"Operational level Agreement ( OLA )";"Y"
"I122";"B";"Service Level Agreement ( SLA )";"N"
"I122";"C";"Service Design Package";"N"
"I122";"D";"Contract";"N"
"I123";"A";"Processes and functions";"N"
"I123";"B";"Maturity and cost";"N"
"I123";"C";"The end to end service";"Y"
"I123";"D";"infrastructure availability";"N"
"I124";"A";"A configuration management database ( CMDB )";"N"
"I124";"B";"A capacity database ( CDB )";"N"
"I124";"C";"A configuration management system ( CMS )";"N"
"I124";"D";"A capacity management information system ( CMIS )";"Y"
"I125";"A";"Business impact";"Y"
"I125";"B";"Size of the incident";"N"
"I125";"C";"Resource availablity";"N"
"I125";"D";"Amount of effort required to resolve";"N"
"I126";"A";"An unplanned distruption of an IT service";"Y"
"I126";"B";"An occurance that is significant for the management of the IT services";"N"
"I126";"C";"The relative importance based on impact and urgency";"N"
"I126";"D";"The acitivity of observing a situation to detect changes that happen over time";"N"
"I127";"A";"When it is Urgent";"N"
"I127";"B";"When it is a Major Incident";"N"
"I127";"C";"If the person reporting the incident is CEO";"N"
"I127";"D";"Never";"Y"
"I128";"A";"The RFCs that is satisfies";"Y"
"I128";"B";"The number of updates to the OHS";"N"
"I128";"C";"Service Level metrics";"N"
"I128";"D";"The DSL configuration";"N"
"I129";"A";"A business benefit facilitated by IT in support of a tactical goal";"N"
"I129";"B";"An intangible ourput supporting the availability, distribution and manipulation of informa";"N"
"I129";"C";"A customer-funded deliverable designed to meet a commercial aspiration";"N"
"I129";"D";"A means of facilitating outcomes desired by customer";"Y"
"I130";"A";"New and Change Services";"N"
"I130";"B";"Technology architecture and management system";"N"
"I130";"C";"Measuremetn methods and metrics";"N"
"I130";"D";"Release and deployment planning";"Y"
"I131";"A";"Service Portfolio, Business Service Catalog, Technical Service Catalog";"N"
"I131";"B";"Service Knowledge Catalog, Service Portfolio, Service Lifecycle";"N"
"I131";"C";"Service pipeline, Service catalog, Retired Services";"Y"
"I131";"D";"Chartered, Operational, Retired";"N"
"I132";"A";"Incident Manager";"N"
"I132";"B";"Super User";"N"
"I132";"C";"Request Fulfillment";"Y"
"I132";"D";"Third party supplier";"N"
"I133";"A";"Technology Metrics";"N"
"I133";"B";"Process Metrics";"N"
"I133";"C";"Functional Metrics";"Y"
"I133";"D";"Service Metrics";"N"
"I134";"A";"Big Bang v/s phased approach";"N"
"I134";"B";"Automated v/s Manual";"N"
"I134";"C";"Push v/s Pull";"N"
"I134";"D";"Package v/s Bundle";"Y"
"I135";"A";"The version information of all software";"N"
"I135";"B";"The organizational structure of the company";"N"
"I135";"C";"Asset information";"N"
"I135";"D";"Details of all operational services";"Y"
"I136";"A";"Incident";"N"
"I136";"B";"Problem";"N"
"I136";"C";"Known Error";"Y"
"I136";"D";"Request for Change ( RFC )";"N"
"I137";"A";"Incident";"Y"
"I137";"B";"Alert";"N"
"I137";"C";"Change Request";"N"
"I137";"D";"Problem";"N"
"I138";"A";"To store the lifecycle and details of an incident";"N"
"I138";"B";"To manage applications throughout their life cycle";"N"
"I138";"C";"To store and protect all authorized versions of software and documentation";"Y"
"I138";"D";"To store informaton all existing IT services";"N"
"I139";"A";"Change Management";"N"
"I139";"B";"Release and deployment Management";"N"
"I139";"C";"Service Validation and Testing";"N"
"I139";"D";"Transition Planning and Support";"Y"
"I140";"A";"Tactical";"Y"
"I140";"B";"Statagic";"N"
"I140";"C";"Operational ";"N"
"I140";"D";"Technical";"N"
"P100";"A";"CV: +120,000; SV: +100,000";"N"
"P100";"B";"CV: +100,000; SV: +120,000";"N"
"P100";"C";"CV: -100,000; SV: -120,000";"N"
"P100";"D";"CV: -120,000; SV: -100,000";"Y"
"P101";"A";"Scope Statement";"N"
"P101";"B";"Network Diagram";"N"
"P101";"C";"Work Breakdown Structure";"Y"
"P101";"D";"Request Change";"N"
"P102";"A";"Risk planning meetings";"Y"
"P102";"B";"Documentation reviews";"N"
"P102";"C";"Data precision rankings";"N"
"P102";"D";"Diagramming techniques";"N"
"P103";"A";"The project's deliverables have all been finished. The project came in ahead of schedule b";"N"
"P103";"B";"The project has been cancelled while it was executed. At that time the project was behind ";"Y"
"P103";"C";"The project's deliverables have all been finished. The project came in behind schedule but";"N"
"P103";"D";"The project's deliverables have all been finished. The project came in on schedule but ove";"N"
"P104";"A";"Quality audit";"Y"
"P104";"B";"Deliverable inspection";"N"
"P104";"C";"Fixed price contract";"N"
"P104";"D";"Service level agreement";"N"
"P105";"A";"Technical training for all team members";"N"
"P105";"B";"Daily phone conferences and detailed reporting";"N"
"P105";"C";"A team meeting at a location convenient to all team members";"N"
"P105";"D";"Collocation of team members at a suitable place";"Y"
"P106";"A";"Create contingency reserves in resources, money and time.";"Y"
"P106";"B";"Develop a plan to minimize impact in case that an identified risk occurs.";"N"
"P106";"C";"Develop a plan to minimize impact in case that an identified risk occurs.";"N"
"P106";"D";"Make additional resources available to speed up the project.";"N"
"P107";"A";"After submission of bid or proposal, but before contract award.";"N"
"P107";"B";"Prior to the submission of a bid or proposal by the bidder.";"Y"
"P107";"C";"After the contract has been awarded to keep alternatives open.";"N"
"P107";"D";"After technical meetings with bidders to discuss contract requirements.";"N"
"P108";"A";"Responsible,?Accountable, to be?Consulted, to be?Informed";"Y"
"P108";"B";"Remote, Attached, Connected, Integrated";"N"
"P108";"C";"Risk?Analysis and?Caution?Initiative";"N"
"P108";"D";"Randomly Accessible Cashflow Information";"N"
"P109";"A";"The authority level of the project manager";"N"
"P109";"B";"Detailed control account and work package descriptions";"Y"
"P109";"C";"The business need that the project was undertaken to address";"N"
"P109";"D";"High-level risks";"N"
"P110";"A";"Peer review";"N"
"P110";"B";"SWOT Analysis";"N"
"P110";"C";"Delphi technique";"Y"
"P110";"D";"Monetary value calculation";"N"
"P111";"A";"Scope statement, WBS, and WBS dictionary";"Y"
"P111";"B";"Cost baseline, quality baseline and schedule baseline";"N"
"P111";"C";"Configuration management plan and configuration identification document";"N"
"P111";"D";"Procurement statement of work and project scope statement";"N"
"P112";"A";"The time period needed to pay back the investment from a project when future income is dis";"N"
"P112";"B";"The inherent discount rate or investment yield rate produced by the project's deliverables";"Y"
"P112";"C";"The rate of negative risk that can be accepted for a project without turning the expected ";"N"
"P112";"D";"The expected benefit from a project?s deliverable calculated as a percentage of the origin";"N"
"P113";"A";"Low grade is always a problem; low quality may be overcome by a good rework and repair pro";"N"
"P113";"B";"Grade is a category or rank given to entities having different functional requirements but";"N"
"P113";"C";"Both quality and grade can often be improved through intelligent measuring, testing and ex";"N"
"P113";"D";"Low quality is always a problem as it bears on the ability of an item to meet requirements";"Y"
"P114";"A";"A cost baseline is always created by translating time-phased cost information into cost da";"N"
"P114";"B";"A cost baseline is an approved time-phased budget that will be used to measure and monitor";"Y"
"P114";"C";"Data to draw a cost baseline can be easily generated and updated as necessary from informa";"N"
"P114";"D";"A cost baseline is usually displayed in the form of an inverse S-curve drawn from the begi";"N"
"P115";"A";"Objectives specified in far more detail than necessary for a execution of a successful pro";"N"
"P115";"B";"Easily achievable objectives which help you reducing the pressure on yourself and the team";"N"
"P115";"C";"Objectives that should be achieved in order to attain formal recognition by both the custo";"N"
"P115";"D";"Objectives that are described using specific, measurable, assignable, realistic and time-r";"Y"
"P116";"A";"Working conditions and interpersonal relations";"Y"
"P116";"B";"Responsibility for enlarged task";"N"
"P116";"C";"Interest in the task";"N"
"P116";"D";"Recognition for achievement";"N"
"P117";"A";"Analogous estimating";"N"
"P117";"B";"Bottom-up estimating";"N"
"P117";"C";"Top-down estimating";"N"
"P117";"D";"Parametric estimating";"Y"
"P118";"A";"EAC = 550,000";"N"
"P118";"B";"EAC = 525,000";"Y"
"P118";"C";"EAC = 500,000";"N"
"P118";"D";"EAC = 425,000";"N"
"P119";"A";"Prevention costs";"N"
"P119";"B";"Maintenance cost";"Y"
"P119";"C";"Failure costs";"N"
"P119";"D";"Appraisal costs";"N"
"P120";"A";"Nominal group technique";"N"
"P120";"B";"Human resource assignment";"N"
"P120";"C";"Brainstorming";"N"
"P120";"D";"Decomposition";"Y"
"P121";"A";"Requirements engineering";"N"
"P121";"B";"Communication Planning";"Y"
"P121";"C";"Formal procurements closure";"N"
"P121";"D";"Network diagramming";"N"
"P122";"A";"Weak Matrix organization";"Y"
"P122";"B";"Balanced Matrix organization";"N"
"P122";"C";"Projectized organization";"N"
"P122";"D";"Tight Matrix organization";"N"
"P123";"A";"Project Archives";"Y"
"P123";"B";"Database";"N"
"P123";"C";"Storage room";"N"
"P123";"D";"Project Reports";"N"
"P124";"A";"Project is under budget and behind schedule";"N"
"P124";"B";"Project is over budget and behind schedule";"N"
"P124";"C";"Project is under budget and ahead of schedule";"Y"
"P124";"D";"Project is over budget and ahead of schedule";"N"
"P125";"A";"Force majeure clause";"Y"
"P125";"B";"Fixed price cause";"N"
"P125";"C";"Contract Obligation Cause";"N"
"P125";"D";"None of the Above";"N"
"P126";"A";"Unethical management";"N"
"P126";"B";"Budget tampering";"Y"
"P126";"C";"Fraudulent reporting";"N"
"P126";"D";"Cost leveling";"N"
"P127";"A";"Disclose the bid price that is most likely to make him win";"N"
"P127";"B";"Reject other vendors and award him the contract";"N"
"P127";"C";"Refrain from the decision-making process and make a full disclosure to stakeholders and wa";"Y"
"P127";"D";"Pretend during meetings that you don't know your brother";"N"
"P128";"A";"Neglect the defect if it is trivial";"N"
"P128";"B";"Ask the contractor to fix according to SOW";"Y"
"P128";"C";"Submit a change request";"N"
"P128";"D";"None of the Above";"N"
"P129";"A";"Residual risk";"N"
"P129";"B";"Secondary risk";"Y"
"P129";"C";"Contingency plan";"N"
"P129";"D";"None of the Above";"N"
"P130";"A";"Matigate";"N"
"P130";"B";"Transfer";"N"
"P130";"C";"Avoid";"Y"
"P130";"D";"Reject  ";"N"
"P131";"A";"Analogous estimating";"Y"
"P131";"B";"Parametric estimating";"N"
"P131";"C";"PERT estimating";"N"
"P131";"D";"Three point estimating";"N"
"P132";"A";"Brainstorming";"N"
"P132";"B";"Delphi technique";"N"
"P132";"C";"Interivewing";"N"
"P132";"D";"All of the Above";"Y"
"P133";"A";"Smoothing";"N"
"P133";"B";"Collaborating";"Y"
"P133";"C";"Recognizing";"N"
"P133";"D";"Withdrawal";"N"
"P134";"A";"Theory X";"N"
"P134";"B";"Theory Y";"N"
"P134";"C";"Theory Z";"Y"
"P134";"D";"Maslow's hierarchy of needs";"N"
"P135";"A";"Phase exits";"N"
"P135";"B";"Stage gates";"N"
"P135";"C";"Kill points";"N"
"P135";"D";"All of the Above";"Y"
"P136";"A";"Matigate";"N"
"P136";"B";"Avoid";"Y"
"P136";"C";"Transfer";"N"
"P136";"D";"Work around";"N"
"P137";"A";"A WBD";"N"
"P137";"B";"A network Diagram";"N"
"P137";"C";"Risks";"N"
"P137";"D";"Change Request";"Y"
"P138";"A";"Rework";"N"
"P138";"B";"Quality Training";"Y"
"P138";"C";"Scrap";"N"
"P138";"D";"Warranty costs";"N"
"P139";"A";"Inspection";"N"
"P139";"B";"Cost of quality";"Y"
"P139";"C";"Pareto Diagram";"N"
"P139";"D";"Fishbone Diagram";"N"
"P140";"A";"6";"N"
"P140";"B";"10";"N"
"P140";"C";"4";"Y"
"P140";"D";"12";"N"
"HAD100";"A";"Graphite";"Y"
"HAD100";"B";"Region Server";"N"
"HAD100";"C";"ZooKeeper";"N"
"HAD101";"A";"Random Write";"N"
"HAD101";"B";"Override file";"N"
"HAD101";"C";"Apped at end of file";"Y"
"HAD102";"A";"Pig is a subset of the Hadoop API";"N"
"HAD102";"B";"Pig is data flow language";"Y"
"HAD102";"C";"Pig is a most popular programming language";"N"
"HAD103";"A";"As soon as at least one mapper has finished processing its input split.";"N"
"HAD103";"B";"As soon as a mapper has emitted at least one record.";"N"
"HAD103";"C";"Not until all mappers have finished processing all records.";"Y"
"HAD104";"A";"The keys given to a reducer are in sorted order but the values associated with each key ar";"Y"
"HAD104";"B";"Both the keys and values passed to a reducer always appear in sorted order.";"N"
"HAD104";"C";"Neither keys nor values are in any predictable order";"N"
"HAD105";"A";"Keys are presented to reducer in sorted order; values for a given key are sorted in ascend";"N"
"HAD105";"B";" Keys are presented to reducer in sorted order; values for a given key are not sorted. ";"Y"
"HAD105";"C";"Keys are presented to a reducer in random order; values for a given key are sorted in asce";"N"
"HAD106";"A";"Reducer <Text, IntWritable, Text, IntWritable> ";"Y"
"HAD106";"B";" Combiner <Text, IntWritable, Text, IntWritable> ";"N"
"HAD106";"C";" Reducer <Text, Text, IntWritable, IntWritable> ";"N"
